Country Name,Country Code,Series Name,Series Code,Scale (Precision),2019Q2 [YR2019Q2],2019Q3 [YR2019Q3],2019Q4 [YR2019Q4],2020Q1 [YR2020Q1],2020Q2 [YR2020Q2]
Ireland,IRL,"Gross Ext. Debt Pos., Other Sectors, Short-term, Currency and deposits, USD",DT.DOD.DSCD.CD.OT.AR.US,Millions (0),,,,,
Ireland,IRL,"Gross Ext. Debt Pos., Other Sectors, Short-term, Debt securities, USD",DT.DOD.DSTM.CD.OT.AR.US,Millions (0),480,463,1317,1041,
Ireland,IRL,"Gross Ext. Debt Pos., Other Sectors, Short-term, Loans, USD",DT.DOD.DSTL.CD.OT.AR.US,Millions (0),312937,307390,346515,363819,
Ireland,IRL,"Gross Ext. Debt Pos., Other Sectors, Short-term, Trade credit and advances, USD",DT.DOD.DSTT.CD.OT.AR.US,Millions (0),37556,47537,65047,43213,
Ireland,IRL,"Gross Ext. Debt Pos., Other Sectors, Short-term, Other debt liabilities, USD",DT.DOD.DSOO.CD.OT.AR.US,Millions (0),,,,,
Ireland,IRL,"Gross Ext. Debt Pos., Other Sectors, Long-term, All instruments, USD",DT.DOD.DLXF.CD.OT.AR.US,Millions (0),1172233,1241932,1257326,1309141,
Ireland,IRL,"Gross Ext. Debt Pos., Other Sectors, Long-term, Currency and deposits, USD",DT.DOD.DLCD.CD.OT.AR.US,Millions (0),,,,,
Ireland,IRL,"Gross Ext. Debt Pos., Other Sectors, Long-term, Debt securities, USD",DT.DOD.DLBN.CD.OT.AR.US,Millions (0),366827,395284,441721,472319,
Ireland,IRL,"Gross Ext. Debt Pos., Other Sectors, Long-term, Loans, USD",DT.DOD.DLTL.CD.OT.AR.US,Millions (0),331519,361373,344346,343593,
Ireland,IRL,"Gross Ext. Debt Pos., Other Sectors, Long-term, Trade credit and advances, USD",DT.DOD.DLTT.CD.OT.AR.US,Millions (0),,,,,
Ireland,IRL,"Gross Ext. Debt Pos., Other Sectors, Long-term, Other debt liabilities, USD",DT.DOD.DLTO.CD.OT.AR.US,Millions (0),473887,485275,471260,493229,
Ireland,IRL,"Gross Ext. Debt Pos., DI: Intercom Lending, All maturities, All instruments, USD",DT.DOD.DECT.CD.IL.US,Millions (0),702776,693760,700237,672609,
Ireland,IRL,"Gross Ext. Debt Pos., DI: Intercom Lending, All maturities, Debt liab. of DI ent. to dir. investors, USD",DT.DOD.DIDI.CD.IL.US,Millions (0),456438,486120,496265,475872,
Ireland,IRL,"Gross Ext. Debt Pos., DI: Intercom Lending, All maturities, Debt liab. of dir. investors to DI ent., USD",DT.DOD.DIIE.CD.IL.US,Millions (0),246338,207640,203971,196737,
Ireland,IRL,"Gross Ext. Debt Pos., DI: Intercom Lending, All maturities, Debt liab. to fellow ent., USD",DT.DOD.DIFE.CD.IL.US,Millions (0),,,,,
Ireland,IRL,"Gross Ext. Debt Pos., All Sectors, All maturities, All instruments, USD",DT.DOD.DECT.CD.AR.US,Millions (0),2716324,2763383,2852044,2898471,
Ireland,IRL,"Gross Ext. Debt Pos., All Sectors, All maturities, All instruments, Arrears, USD",DT.DOD.DECT.AR.US,Millions (0),0,0,0,0,
Ireland,IRL,"Gross Ext. Debt Pos., General Government, All maturities, All instruments, Arrears, USD",DT.DOD.DECT.GG.AR.US,Millions (0),,,,,
Ireland,IRL,"Gross Ext. Debt Pos., Central Bank, All maturities, All instruments, Arrears, USD",DT.DOD.DECT.MA.AR.US,Millions (0),,,,,
Ireland,IRL,"Gross Ext. Debt Pos., Deposit-Taking Corp., exc. CB, All maturities, All instruments, Arrears, USD",DT.DOD.DECT.CB.AR.US,Millions (0),,,,,
Ireland,IRL,"Gross Ext. Debt Pos., Other Sectors, All maturities, All instruments, Arrears, USD",DT.DOD.DECT.OT.AR.US,Millions (0),,,,,
Ireland,IRL,"Gross Ext. Debt Pos., DI: Intercom Lending, All maturities, All instruments, Arrears, USD",DT.DOD.DECT.IL.AR.US,Millions (0),,,,,
Ireland,IRL,"Gross Ext. Debt Pos., All Sectors, All maturities, Debt Securities, Memo item, USD",DT.DOD.DECT.DS.US,Millions (0),0,0,0,0,
Ireland,IRL,"Gross Ext. Debt Pos., General Government, All maturities, Debt Securities, Memo item, USD",DT.DOD.DECT.GG.DS.US,Millions (0),,,,,
Ireland,IRL,"Gross Ext. Debt Pos., Central Bank, All maturities, Debt Securities, Memo item, USD",DT.DOD.DECT.MA.DS.US,Millions (0),,,,,
Ireland,IRL,"Gross Ext. Debt Pos., Deposit-Taking Corp., exc. CB, All maturities, Debt Securities, Memo item, USD",DT.DOD.DECT.CB.DS.US,Millions (0),,,,,
Ireland,IRL,"Gross Ext. Debt Pos., Other Sectors, All maturities, Debt Securities, Memo item, USD",DT.DOD.DECT.OT.DS.US,Millions (0),,,,,
Israel,ISR,"Gross Ext. Debt Pos., General Government, All maturities, All instruments, USD",DT.DOD.DECT.CD.GG.AR.US,Millions (0),32488,33980,34372,34744,47915
Israel,ISR,"Gross Ext. Debt Pos., General Government, Short-term, All instruments, USD",DT.DOD.DSTC.CD.GG.AR.US,Millions (0),0,0,0,0,0
Israel,ISR,"Gross Ext. Debt Pos., General Government, Short-term, Currency and deposits, USD",DT.DOD.DSCD.CD.GG.AR.US,Millions (0),,,,,
Israel,ISR,"Gross Ext. Debt Pos., General Government, Short-term, Debt securities, USD",DT.DOD.DSTM.CD.GG.AR.US,Millions (0),0,0,0,0,0
Israel,ISR,"Gross Ext. Debt Pos., General Government, Short-term, Loans, USD",DT.DOD.DSTL.CD.GG.AR.US,Millions (0),0,0,0,0,0
Israel,ISR,"Gross Ext. Debt Pos., General Government, Short-term, Trade credit and advances, USD",DT.DOD.DSTT.CD.GG.AR.US,Millions (0),0,0,0,0,0
Israel,ISR,"Gross Ext. Debt Pos., General Government, Short-term, Other debt liabilities, USD",DT.DOD.DSOO.CD.GG.AR.US,Millions (0),0,0,0,0,0
Israel,ISR,"Gross Ext. Debt Pos., General Government, Long-term, All instruments, USD",DT.DOD.DLXF.CD.GG.AR.US,Millions (0),32488,33980,34372,34744,47915
Israel,ISR,"Gross Ext. Debt Pos., General Government, Long-term, Special drawing rights (allocations), USD",DT.DOD.DLTS.CD.GG.US,Millions (0),,,,,
Israel,ISR,"Gross Ext. Debt Pos., General Government, Long-term, Currency and deposits, USD",DT.DOD.DLCD.CD.GG.AR.US,Millions (0),,,,,
Israel,ISR,"Gross Ext. Debt Pos., General Government, Long-term, Debt securities, USD",DT.DOD.DLBN.CD.GG.AR.US,Millions (0),26799,28175,28787,29020,42014
Israel,ISR,"Gross Ext. Debt Pos., General Government, Long-term, Loans, USD",DT.DOD.DLTL.CD.GG.AR.US,Millions (0),5689,5805,5585,5724,5901
Israel,ISR,"Gross Ext. Debt Pos., General Government, Long-term, Trade credit and advances, USD",DT.DOD.DLTT.CD.GG.AR.US,Millions (0),0,0,0,0,0
Israel,ISR,"Gross Ext. Debt Pos., General Government, Long-term, Other debt liabilities, USD",DT.DOD.DLTO.CD.GG.AR.US,Millions (0),0,0,0,0,0
Israel,ISR,"Gross Ext. Debt Pos., Central Bank, All maturities, All instruments, USD",DT.DOD.DECT.CD.MA.AR.US,Millions (0),3599,4335,4984,7355,6831
Israel,ISR,"Gross Ext. Debt Pos., Central Bank, Short-term, All instruments, USD",DT.DOD.DSTC.CD.MA.AR.US,Millions (0),2371,3130,3758,6149,5616
Israel,ISR,"Gross Ext. Debt Pos., Central Bank, Short-term, Currency and deposits, USD",DT.DOD.DSCD.CD.MA.AR.US,Millions (0),0,0,0,0,0
Israel,ISR,"Gross Ext. Debt Pos., Central Bank, Short-term, Debt securities, USD",DT.DOD.DSTM.CD.MA.AR.US,Millions (0),2371,3130,3758,6149,5616
Israel,ISR,"Gross Ext. Debt Pos., Central Bank, Short-term, Loans, USD",DT.DOD.DSTL.CD.MA.AR.US,Millions (0),0,0,0,0,0
Israel,ISR,"Gross Ext. Debt Pos., Central Bank, Short-term, Trade credit and advances, USD",DT.DOD.DSTT.CD.MA.AR.US,Millions (0),,,,,
Israel,ISR,"Gross Ext. Debt Pos., Central Bank, Short-term, Other debt liabilities, USD",DT.DOD.DSOO.CD.MA.AR.US,Millions (0),0,0,0,0,0
Israel,ISR,"Gross Ext. Debt Pos., Central Bank, Long-term, All instruments, USD",DT.DOD.DLXF.CD.MA.AR.US,Millions (0),1228,1205,1226,1206,1215
Israel,ISR,"Gross Ext. Debt Pos., Central Bank, Long-term, Special drawing rights (allocations), USD",DT.DOD.DLTS.CD.MA.AR.US,Millions (0),1228,1205,1226,1206,1215
Israel,ISR,"Gross Ext. Debt Pos., Central Bank, Long-term, Currency and deposits, USD",DT.DOD.DLCD.CD.MA.AR.US,Millions (0),0,0,0,0,0
Israel,ISR,"Gross Ext. Debt Pos., Central Bank, Long-term, Debt securities, USD",DT.DOD.DLBN.CD.MA.AR.US,Millions (0),0,0,0,0,0
Israel,ISR,"Gross Ext. Debt Pos., Central Bank, Long-term, Loans, USD",DT.DOD.DLTL.CD.MA.AR.US,Millions (0),0,0,0,0,0
Israel,ISR,"Gross Ext. Debt Pos., Central Bank, Long-term, Trade credit and advances, USD",DT.DOD.DLTT.CD.MA.AR.US,Millions (0),,,,,
Israel,ISR,"Gross Ext. Debt Pos., Central Bank, Long-term, Other debt liabilities, USD",DT.DOD.DLTO.CD.MA.AR.US,Millions (0),,,,,
Israel,ISR,"Gross Ext. Debt Pos., Deposit-Taking Corp., exc. CB, All maturities, All instruments, USD",DT.DOD.DECT.CD.CB.AR.US,Millions (0),13054,13012,13846,14629,14646
Israel,ISR,"Gross Ext. Debt Pos., Deposit-Taking Corp., exc. CB, Short-term, All instruments, USD",DT.DOD.DSTC.CD.CB.AR.US,Millions (0),11522,11493,12202,12873,12974
Israel,ISR,"Gross Ext. Debt Pos., Deposit-Taking Corp., exc. CB, Short-term, Currency and deposits, USD",DT.DOD.DSCD.CD.CB.AR.US,Millions (0),11522,11493,12202,12873,12974
Israel,ISR,"Gross Ext. Debt Pos., Deposit-Taking Corp., exc. CB, Short-term, Debt securities, USD",DT.DOD.DSTM.CD.CB.AR.US,Millions (0),0,0,0,0,0
Israel,ISR,"Gross Ext. Debt Pos., Deposit-Taking Corp., exc. CB, Short-term, Loans, USD",DT.DOD.DSTL.CD.CB.AR.US,Millions (0),0,0,0,0,0
Israel,ISR,"Gross Ext. Debt Pos., Deposit-Taking Corp., exc. CB, Short-term, Trade credit and advances, USD",DT.DOD.DSTT.CD.CB.AR.US,Millions (0),,,,,
Israel,ISR,"Gross Ext. Debt Pos., Deposit-Taking Corp., exc. CB, Short-term, Other debt liabilities, USD",DT.DOD.DSOO.CD.CB.AR.US,Millions (0),0,0,0,0,0
Israel,ISR,"Gross Ext. Debt Pos., Deposit-Taking Corp., exc. CB, Long-term, All instruments, USD",DT.DOD.DLXF.CD.CB.AR.US,Millions (0),1532,1519,1644,1756,1672
Israel,ISR,"Gross Ext. Debt Pos., Deposit-Taking Corp., exc. CB, Long-term, Currency and deposits, USD",DT.DOD.DLCD.CD.CB.AR.US,Millions (0),1532,1519,1644,1756,1672
Israel,ISR,"Gross Ext. Debt Pos., Deposit-Taking Corp., exc. CB, Long-term, Debt securities, USD",DT.DOD.DLBN.CD.CB.AR.US,Millions (0),0,0,0,0,0
Israel,ISR,"Gross Ext. Debt Pos., Deposit-Taking Corp., exc. CB, Long-term, Loans, USD",DT.DOD.DLTL.CD.CB.AR.US,Millions (0),0,0,0,0,0
Israel,ISR,"Gross Ext. Debt Pos., Deposit-Taking Corp., exc. CB, Long-term, Trade credit and advances, USD",DT.DOD.DLTT.CD.CB.AR.US,Millions (0),,,,,
Israel,ISR,"Gross Ext. Debt Pos., Deposit-Taking Corp., exc. CB, Long-term, Other debt liabilities, USD",DT.DOD.DLTO.CD.CB.AR.US,Millions (0),0,0,0,0,0
Israel,ISR,"Gross Ext. Debt Pos., Other Sectors, All maturities, All instruments, USD",DT.DOD.DECT.CD.OT.AR.US,Millions (0),38701,37125,39628,36272,34140
Israel,ISR,"Gross Ext. Debt Pos., Other Sectors, Short-term, All instruments, USD",DT.DOD.DSTC.CD.OT.AR.US,Millions (0),19991,18968,21716,20264,18423
Israel,ISR,"Gross Ext. Debt Pos., Other Sectors, Short-term, Currency and deposits, USD",DT.DOD.DSCD.CD.OT.AR.US,Millions (0),0,0,0,0,0
Israel,ISR,"Gross Ext. Debt Pos., Other Sectors, Short-term, Debt securities, USD",DT.DOD.DSTM.CD.OT.AR.US,Millions (0),0,0,0,0,0
Israel,ISR,"Gross Ext. Debt Pos., Other Sectors, Short-term, Loans, USD",DT.DOD.DSTL.CD.OT.AR.US,Millions (0),1330,1260,1246,1015,983
Israel,ISR,"Gross Ext. Debt Pos., Other Sectors, Short-term, Trade credit and advances, USD",DT.DOD.DSTT.CD.OT.AR.US,Millions (0),18661,17708,20470,19249,17440
Israel,ISR,"Gross Ext. Debt Pos., Other Sectors, Short-term, Other debt liabilities, USD",DT.DOD.DSOO.CD.OT.AR.US,Millions (0),0,0,0,0,0
Israel,ISR,"Gross Ext. Debt Pos., Other Sectors, Long-term, All instruments, USD",DT.DOD.DLXF.CD.OT.AR.US,Millions (0),18710,18157,17912,16008,15717
Israel,ISR,"Gross Ext. Debt Pos., Other Sectors, Long-term, Currency and deposits, USD",DT.DOD.DLCD.CD.OT.AR.US,Millions (0),0,0,0,0,0
Israel,ISR,"Gross Ext. Debt Pos., Other Sectors, Long-term, Debt securities, USD",DT.DOD.DLBN.CD.OT.AR.US,Millions (0),6737,6820,6695,6872,6867
Israel,ISR,"Gross Ext. Debt Pos., Other Sectors, Long-term, Loans, USD",DT.DOD.DLTL.CD.OT.AR.US,Millions (0),11973,11337,11217,9136,8850
Israel,ISR,"Gross Ext. Debt Pos., Other Sectors, Long-term, Trade credit and advances, USD",DT.DOD.DLTT.CD.OT.AR.US,Millions (0),0,0,0,0,0
Israel,ISR,"Gross Ext. Debt Pos., Other Sectors, Long-term, Other debt liabilities, USD",DT.DOD.DLTO.CD.OT.AR.US,Millions (0),0,0,0,0,0
Israel,ISR,"Gross Ext. Debt Pos., DI: Intercom Lending, All maturities, All instruments, USD",DT.DOD.DECT.CD.IL.US,Millions (0),10584,10209,12159,12320,12387
Israel,ISR,"Gross Ext. Debt Pos., DI: Intercom Lending, All maturities, Debt liab. of DI ent. to dir. investors, USD",DT.DOD.DIDI.CD.IL.US,Millions (0),10584,10209,12159,12320,12387
Israel,ISR,"Gross Ext. Debt Pos., DI: Intercom Lending, All maturities, Debt liab. of dir. investors to DI ent., USD",DT.DOD.DIIE.CD.IL.US,Millions (0),,,,,
Israel,ISR,"Gross Ext. Debt Pos., DI: Intercom Lending, All maturities, Debt liab. to fellow ent., USD",DT.DOD.DIFE.CD.IL.US,Millions (0),,,,,
Israel,ISR,"Gross Ext. Debt Pos., All Sectors, All maturities, All instruments, USD",DT.DOD.DECT.CD.AR.US,Millions (0),98426,98661,104989,105320,115919
Israel,ISR,"Gross Ext. Debt Pos., All Sectors, All maturities, All instruments, Arrears, USD",DT.DOD.DECT.AR.US,Millions (0),0,0,0,0,0
Israel,ISR,"Gross Ext. Debt Pos., General Government, All maturities, All instruments, Arrears, USD",DT.DOD.DECT.GG.AR.US,Millions (0),0,0,0,0,0
Israel,ISR,"Gross Ext. Debt Pos., Central Bank, All maturities, All instruments, Arrears, USD",DT.DOD.DECT.MA.AR.US,Millions (0),0,0,0,0,0
Israel,ISR,"Gross Ext. Debt Pos., Deposit-Taking Corp., exc. CB, All maturities, All instruments, Arrears, USD",DT.DOD.DECT.CB.AR.US,Millions (0),0,0,0,0,0
Israel,ISR,"Gross Ext. Debt Pos., Other Sectors, All maturities, All instruments, Arrears, USD",DT.DOD.DECT.OT.AR.US,Millions (0),0,0,0,0,0
Israel,ISR,"Gross Ext. Debt Pos., DI: Intercom Lending, All maturities, All instruments, Arrears, USD",DT.DOD.DECT.IL.AR.US,Millions (0),0,0,0,0,0
Israel,ISR,"Gross Ext. Debt Pos., All Sectors, All maturities, Debt Securities, Memo item, USD",DT.DOD.DECT.DS.US,Millions (0),35907,38125,39240,42041,54497
Israel,ISR,"Gross Ext. Debt Pos., General Government, All maturities, Debt Securities, Memo item, USD",DT.DOD.DECT.GG.DS.US,Millions (0),26799,28175,28787,29020,42014
Israel,ISR,"Gross Ext. Debt Pos., Central Bank, All maturities, Debt Securities, Memo item, USD",DT.DOD.DECT.MA.DS.US,Millions (0),2371,3130,3758,6149,5616
Israel,ISR,"Gross Ext. Debt Pos., Deposit-Taking Corp., exc. CB, All maturities, Debt Securities, Memo item, USD",DT.DOD.DECT.CB.DS.US,Millions (0),0,0,0,0,0
Israel,ISR,"Gross Ext. Debt Pos., Other Sectors, All maturities, Debt Securities, Memo item, USD",DT.DOD.DECT.OT.DS.US,Millions (0),6737,6820,6695,6872,6867
Italy,ITA,"Gross Ext. Debt Pos., General Government, All maturities, All instruments, USD",DT.DOD.DECT.CD.GG.AR.US,Millions (0),903607,934859,951348,885922,913223
Italy,ITA,"Gross Ext. Debt Pos., General Government, Short-term, All instruments, USD",DT.DOD.DSTC.CD.GG.AR.US,Millions (0),78024,60091,55720,48638,61580
Italy,ITA,"Gross Ext. Debt Pos., General Government, Short-term, Currency and deposits, USD",DT.DOD.DSCD.CD.GG.AR.US,Millions (0),0,0,0,0,0
Italy,ITA,"Gross Ext. Debt Pos., General Government, Short-term, Debt securities, USD",DT.DOD.DSTM.CD.GG.AR.US,Millions (0),77846,59981,55596,48476,61424
Italy,ITA,"Gross Ext. Debt Pos., General Government, Short-term, Loans, USD",DT.DOD.DSTL.CD.GG.AR.US,Millions (0),0,0,0,0,0
Italy,ITA,"Gross Ext. Debt Pos., General Government, Short-term, Trade credit and advances, USD",DT.DOD.DSTT.CD.GG.AR.US,Millions (0),178,109,122,161,155
Italy,ITA,"Gross Ext. Debt Pos., General Government, Short-term, Other debt liabilities, USD",DT.DOD.DSOO.CD.GG.AR.US,Millions (0),0,1,1,1,1
Italy,ITA,"Gross Ext. Debt Pos., General Government, Long-term, All instruments, USD",DT.DOD.DLXF.CD.GG.AR.US,Millions (0),825584,874768,895628,837284,851643
Italy,ITA,"Gross Ext. Debt Pos., General Government, Long-term, Special drawing rights (allocations), USD",DT.DOD.DLTS.CD.GG.US,Millions (0),0,0,0,0,0
Italy,ITA,"Gross Ext. Debt Pos., General Government, Long-term, Currency and deposits, USD",DT.DOD.DLCD.CD.GG.AR.US,Millions (0),0,0,0,0,0
Italy,ITA,"Gross Ext. Debt Pos., General Government, Long-term, Debt securities, USD",DT.DOD.DLBN.CD.GG.AR.US,Millions (0),762694,814620,834345,777716,788681
Italy,ITA,"Gross Ext. Debt Pos., General Government, Long-term, Loans, USD",DT.DOD.DLTL.CD.GG.AR.US,Millions (0),57108,54613,55572,53998,57269
Italy,ITA,"Gross Ext. Debt Pos., General Government, Long-term, Trade credit and advances, USD",DT.DOD.DLTT.CD.GG.AR.US,Millions (0),1,2,3,3,3
Italy,ITA,"Gross Ext. Debt Pos., General Government, Long-term, Other debt liabilities, USD",DT.DOD.DLTO.CD.GG.AR.US,Millions (0),5780,5533,5708,5567,5690
Italy,ITA,"Gross Ext. Debt Pos., Central Bank, All maturities, All instruments, USD",DT.DOD.DECT.CD.MA.AR.US,Millions (0),521312,521422,519815,570995,629477
Italy,ITA,"Gross Ext. Debt Pos., Central Bank, Short-term, All instruments, USD",DT.DOD.DSTC.CD.MA.AR.US,Millions (0),512169,512457,510685,562020,620430
Italy,ITA,"Gross Ext. Debt Pos., Central Bank, Short-term, Currency and deposits, USD",DT.DOD.DSCD.CD.MA.AR.US,Millions (0),512169,512200,510685,562020,620430
Italy,ITA,"Gross Ext. Debt Pos., Central Bank, Short-term, Debt securities, USD",DT.DOD.DSTM.CD.MA.AR.US,Millions (0),0,0,0,0,0
Italy,ITA,"Gross Ext. Debt Pos., Central Bank, Short-term, Loans, USD",DT.DOD.DSTL.CD.MA.AR.US,Millions (0),0,257,0,0,0
Italy,ITA,"Gross Ext. Debt Pos., Central Bank, Short-term, Trade credit and advances, USD",DT.DOD.DSTT.CD.MA.AR.US,Millions (0),0,0,0,0,0
Italy,ITA,"Gross Ext. Debt Pos., Central Bank, Short-term, Other debt liabilities, USD",DT.DOD.DSOO.CD.MA.AR.US,Millions (0),0,0,0,0,0
Italy,ITA,"Gross Ext. Debt Pos., Central Bank, Long-term, All instruments, USD",DT.DOD.DLXF.CD.MA.AR.US,Millions (0),9143,8965,9130,8975,9047
Italy,ITA,"Gross Ext. Debt Pos., Central Bank, Long-term, Special drawing rights (allocations), USD",DT.DOD.DLTS.CD.MA.AR.US,Millions (0),9143,8965,9130,8975,9047
Italy,ITA,"Gross Ext. Debt Pos., Central Bank, Long-term, Currency and deposits, USD",DT.DOD.DLCD.CD.MA.AR.US,Millions (0),0,0,0,0,0
Italy,ITA,"Gross Ext. Debt Pos., Central Bank, Long-term, Debt securities, USD",DT.DOD.DLBN.CD.MA.AR.US,Millions (0),0,0,0,0,0
Italy,ITA,"Gross Ext. Debt Pos., Central Bank, Long-term, Loans, USD",DT.DOD.DLTL.CD.MA.AR.US,Millions (0),0,0,0,0,0
Italy,ITA,"Gross Ext. Debt Pos., Central Bank, Long-term, Trade credit and advances, USD",DT.DOD.DLTT.CD.MA.AR.US,Millions (0),0,0,0,0,0
Italy,ITA,"Gross Ext. Debt Pos., Central Bank, Long-term, Other debt liabilities, USD",DT.DOD.DLTO.CD.MA.AR.US,Millions (0),0,0,0,0,0
Italy,ITA,"Gross Ext. Debt Pos., Deposit-Taking Corp., exc. CB, All maturities, All instruments, USD",DT.DOD.DECT.CD.CB.AR.US,Millions (0),516537,506283,513645,485176,480497
Italy,ITA,"Gross Ext. Debt Pos., Deposit-Taking Corp., exc. CB, Short-term, All instruments, USD",DT.DOD.DSTC.CD.CB.AR.US,Millions (0),248739,235199,230303,223324,204734
Italy,ITA,"Gross Ext. Debt Pos., Deposit-Taking Corp., exc. CB, Short-term, Currency and deposits, USD",DT.DOD.DSCD.CD.CB.AR.US,Millions (0),244523,231201,226750,219386,201113
Italy,ITA,"Gross Ext. Debt Pos., Deposit-Taking Corp., exc. CB, Short-term, Debt securities, USD",DT.DOD.DSTM.CD.CB.AR.US,Millions (0),1131,968,1558,1363,1306
Italy,ITA,"Gross Ext. Debt Pos., Deposit-Taking Corp., exc. CB, Short-term, Loans, USD",DT.DOD.DSTL.CD.CB.AR.US,Millions (0),0,0,0,0,0
Italy,ITA,"Gross Ext. Debt Pos., Deposit-Taking Corp., exc. CB, Short-term, Trade credit and advances, USD",DT.DOD.DSTT.CD.CB.AR.US,Millions (0),412,424,410,582,552
Italy,ITA,"Gross Ext. Debt Pos., Deposit-Taking Corp., exc. CB, Short-term, Other debt liabilities, USD",DT.DOD.DSOO.CD.CB.AR.US,Millions (0),2673,2607,1584,1993,1764
Italy,ITA,"Gross Ext. Debt Pos., Deposit-Taking Corp., exc. CB, Long-term, All instruments, USD",DT.DOD.DLXF.CD.CB.AR.US,Millions (0),267798,271084,283343,261852,275763
Italy,ITA,"Gross Ext. Debt Pos., Deposit-Taking Corp., exc. CB, Long-term, Currency and deposits, USD",DT.DOD.DLCD.CD.CB.AR.US,Millions (0),129773,130066,137357,130189,137055
Italy,ITA,"Gross Ext. Debt Pos., Deposit-Taking Corp., exc. CB, Long-term, Debt securities, USD",DT.DOD.DLBN.CD.CB.AR.US,Millions (0),138025,141018,145985,131662,138707
Italy,ITA,"Gross Ext. Debt Pos., Deposit-Taking Corp., exc. CB, Long-term, Loans, USD",DT.DOD.DLTL.CD.CB.AR.US,Millions (0),0,0,0,0,0
Italy,ITA,"Gross Ext. Debt Pos., Deposit-Taking Corp., exc. CB, Long-term, Trade credit and advances, USD",DT.DOD.DLTT.CD.CB.AR.US,Millions (0),0,0,1,1,1
Italy,ITA,"Gross Ext. Debt Pos., Deposit-Taking Corp., exc. CB, Long-term, Other debt liabilities, USD",DT.DOD.DLTO.CD.CB.AR.US,Millions (0),0,0,0,0,0
Italy,ITA,"Gross Ext. Debt Pos., Other Sectors, All maturities, All instruments, USD",DT.DOD.DECT.CD.OT.AR.US,Millions (0),352781,313174,325404,320484,333747
Italy,ITA,"Gross Ext. Debt Pos., Other Sectors, Short-term, All instruments, USD",DT.DOD.DSTC.CD.OT.AR.US,Millions (0),124371,90968,95519,106582,114026
Italy,ITA,"Gross Ext. Debt Pos., Other Sectors, Short-term, Currency and deposits, USD",DT.DOD.DSCD.CD.OT.AR.US,Millions (0),0,0,0,0,0
Italy,ITA,"Gross Ext. Debt Pos., Other Sectors, Short-term, Debt securities, USD",DT.DOD.DSTM.CD.OT.AR.US,Millions (0),1919,2504,2331,2347,2409
Italy,ITA,"Gross Ext. Debt Pos., Other Sectors, Short-term, Loans, USD",DT.DOD.DSTL.CD.OT.AR.US,Millions (0),79365,47189,48927,65258,72800
Italy,ITA,"Gross Ext. Debt Pos., Other Sectors, Short-term, Trade credit and advances, USD",DT.DOD.DSTT.CD.OT.AR.US,Millions (0),41439,39712,42581,37277,37056
Italy,ITA,"Gross Ext. Debt Pos., Other Sectors, Short-term, Other debt liabilities, USD",DT.DOD.DSOO.CD.OT.AR.US,Millions (0),1648,1563,1679,1700,1760
